country,age,sex,MDS_x,MDS_y,tsne_x,tsne_y,scluster6,kmeans6,ms
Norway,75+ years,male,-4.466998967820437,9.000435719113444,57.144997,34.076492,0,5,9
Puerto Rico,15-24 years,female,3.332159241062171,-0.1057033021742851,-37.14192,-55.33026,4,1,2
Puerto Rico,15-24 years,male,1.2206479841796092,-0.41268942190695496,-26.998125,-40.26567,4,1,2
Puerto Rico,25-34 years,female,3.095178840411343,-0.14084885693422025,-36.245262,-56.28739,4,1,2
Puerto Rico,25-34 years,male,-0.5981801562137504,-0.6819811960597617,-16.964039,-31.062227,4,3,2
Puerto Rico,35-54 years,female,2.9045379553638346,-0.16991619481072187,-35.560238,-56.638016,4,1,2
Puerto Rico,35-54 years,male,-2.113735712118224,-0.9037550046619307,-16.101133,-29.011333,4,3,34
Puerto Rico,5-14 years,female,3.621751163069105,-0.06561410467357866,-38.282436,-54.639698,4,1,2
Puerto Rico,5-14 years,male,3.5354123373786175,-0.07740222115911567,-37.661503,-54.603172,4,1,2
Puerto Rico,55-74 years,female,2.8515395144989237,-0.1780674820637033,-35.806297,-57.30848,4,1,2
Puerto Rico,55-74 years,male,-2.199453849478732,-0.913737888296853,-16.37515,-28.595415,4,3,49
Puerto Rico,75+ years,female,3.327032407591447,-0.10534626488641276,-37.73156,-55.8385,4,1,2
Puerto Rico,75+ years,male,-4.099208785204524,-1.2349265113979018,-14.828784,-28.138315,4,3,34
Republic of Korea,15-24 years,female,1.1212457672225495,-1.4578649578983869,-23.59932,-28.665102,4,1,2
Republic of Korea,15-24 years,male,0.3169769594301361,-1.5537711001618952,-23.332315,-28.271095,4,1,2
Republic of Korea,25-34 years,female,-1.0207228281749352,-1.7828025260571922,-21.22934,-25.145891,4,3,49
Republic of Korea,25-34 years,male,-3.3911159809501985,-2.1498447274291643,-18.821028,-24.304552,4,3,49
Republic of Korea,35-54 years,female,-0.46156551148431957,-1.6809187752068637,-21.773483,-25.325714,4,3,49
Republic of Korea,35-54 years,male,8.134797442124862,1.4433953540116171,8.671821,18.587727,4,3,43
Republic of Korea,5-14 years,female,3.5682564261238916,-1.1006290661052973,-57.200962,-15.03197,4,1,2
Republic of Korea,5-14 years,male,3.5878989815237543,-1.0974466163613141,-57.18146,-15.079549,4,1,2
Republic of Korea,55-74 years,female,-1.9300673932656738,-1.9244513021226886,-20.05889,-24.720606,4,3,49
Republic of Korea,55-74 years,male,-14.564385627613776,-3.34224823909347,26.858633,21.238256,1,2,37
Republic of Korea,75+ years,female,-12.054416055658297,-3.559309611915665,26.688183,21.164179,1,2,47
Republic of Korea,75+ years,male,-35.83229539634271,-3.5933158462447685,29.678604,23.931417,3,2,27
Romania,15-24 years,female,3.671879653855425,-4.114243802323417,40.285828,-39.795876,4,1,0
Romania,15-24 years,male,1.3173324304143292,-4.469480353054773,8.11052,-14.438844,4,1,0
Romania,25-34 years,female,3.588353426808099,-4.130469885968769,39.999775,-39.46734,4,1,0
Romania,25-34 years,male,-0.47935195786205015,-4.754100714334792,-2.5324757,-1.209142,4,3,4
Romania,35-54 years,female,2.893657518881565,-4.233019656844289,35.70898,-34.212765,4,1,0
Romania,35-54 years,male,-4.62065892935267,-5.394816386542757,7.0448437,14.975053,4,3,8
Romania,5-14 years,female,4.160065779920198,-4.033484003248935,41.98274,-41.003464,4,1,0
Romania,5-14 years,male,3.892437860640246,-4.077361892999083,41.2129,-40.667538,4,1,0
Romania,55-74 years,female,2.368846879307829,-4.310610960955849,17.725082,-16.346638,4,1,0
Romania,55-74 years,male,-4.666295795583917,-5.393928176630753,6.7483487,15.90267,4,3,8
Romania,75+ years,female,2.2126523839251426,-4.34203547738314,17.512587,-16.096445,4,1,0
Romania,75+ years,male,-4.270393924430478,-5.326235224710984,6.376777,15.3084135,4,3,8
Russian Federation,15-24 years,female,2.0254086558563693,-4.031875119465108,13.269016,-17.180716,4,1,0
Russian Federation,15-24 years,male,-8.037077647056893,-5.718470289268196,9.564248,12.584786,4,3,16
Russian Federation,25-34 years,female,1.708089134570901,-4.08595012451476,12.21129,-17.42547,4,1,0
Russian Federation,25-34 years,male,-14.592393850979315,-6.836786176991013,33.51036,21.854603,3,2,14
Russian Federation,35-54 years,female,1.3464672716073678,-4.156503002653671,11.09611,-19.180384,4,1,0
Russian Federation,35-54 years,male,-16.060434920895055,-7.3950609691778935,34.83369,22.91446,3,2,13
Russian Federation,5-14 years,female,3.9892381267472863,-3.730268774966096,37.981663,-42.06739,4,1,0
Russian Federation,5-14 years,male,3.4985836284667675,-3.820380273788334,37.280487,-41.104366,4,1,0
Russian Federation,55-74 years,female,0.7231749883603962,-4.303263444174245,10.065992,-20.071688,4,1,0
Russian Federation,55-74 years,male,-14.768649830050803,-7.281572776670445,35.090347,22.215042,3,2,13
Russian Federation,75+ years,female,-2.5510066119665065,-4.8138061417525755,-5.11411,3.527551,4,3,4
Russian Federation,75+ years,male,-17.854044719162616,-7.12649795788226,31.70152,23.416796,3,2,20
Singapore,15-24 years,female,1.460384926650916,5.588394700199832,-11.817321,26.78629,4,0,6
Singapore,15-24 years,male,0.7023131889879475,5.496772495733095,-10.3061075,27.29934,4,0,6
Singapore,25-34 years,female,1.2904580716858247,5.56196582247009,-11.196406,26.62705,4,0,6
Singapore,25-34 years,male,-0.5531101234620432,5.267283630822205,-8.845354,29.184761,4,0,6
Singapore,35-54 years,female,0.7618385092728198,5.485301879627469,-10.955995,27.613089,4,0,6
Singapore,35-54 years,male,-1.2307308224403977,5.142442934174423,-8.337664,30.002087,4,0,39
Singapore,5-14 years,female,3.1026711951581487,5.651808926354661,-13.630653,25.267355,4,0,6
Singapore,5-14 years,male,3.0681434942586177,5.6541253765669905,-13.573504,25.318233,4,0,6
Singapore,55-74 years,female,-0.21075816075607604,5.346520315967851,-9.4430275,28.769293,4,0,6
Singapore,55-74 years,male,-2.9804838487415597,4.928096542319323,-7.511738,31.101267,4,4,39
Singapore,75+ years,female,-4.6216208103853935,4.842397193855313,7.789605,51.59863,4,4,25
Singapore,75+ years,male,-12.95519904320849,3.472856580735398,24.805326,35.363888,2,4,19
Spain,15-24 years,female,3.079745243592131,0.3311188577600453,-32.769695,-44.302704,4,0,2
Spain,15-24 years,male,1.8490423279083739,0.15135239897897504,-29.303911,-41.15025,4,0,2
Spain,25-34 years,female,2.8348785424543164,0.2932996255289775,-32.219704,-43.792633,4,0,2
Spain,25-34 years,male,0.7461545611539944,-0.008717218098684336,-27.921663,-39.701385,4,0,2
Spain,35-54 years,female,2.3691983884821672,0.22257825109254842,-30.806623,-42.4643,4,0,2
Spain,35-54 years,male,-0.15737931910810113,-0.1393930593195728,-18.875097,-30.86671,4,0,2
Spain,5-14 years,female,3.5321365569107397,0.3960076010956967,-33.822174,-45.148956,4,0,2
Spain,5-14 years,male,3.501597628916685,0.39172526757042614,-33.633068,-45.168983,4,0,2
Spain,55-74 years,female,1.939424334336208,0.16170731422037032,-29.774258,-41.517944,4,0,2
Spain,55-74 years,male,-1.1937412104106457,-0.2777963701479148,-17.876566,-30.524868,4,3,34
Spain,75+ years,female,1.4724069699482745,0.09897014466603749,-28.591396,-40.505516,4,0,2
Spain,75+ years,male,-7.035385848515257,-1.21506421710749,11.045669,41.346603,4,4,29
Sweden,15-24 years,female,1.2583259137421339,4.604993089197607,-26.814241,40.715897,4,0,1
Sweden,15-24 years,male,-0.711675045456041,4.364082662595504,-19.992994,40.335762,4,0,10
Sweden,25-34 years,female,1.1122172686980503,4.5853892168603405,-26.735712,40.726864,4,0,1
Sweden,25-34 years,male,-1.89179323409476,4.191234333528658,-1.0951378,55.55014,4,0,3
Sweden,35-54 years,female,0.06830516620816089,4.4399943854890225,-21.506582,40.12338,4,0,1
Sweden,35-54 years,male,-3.5839268185057103,3.8438004327383797,6.32422,53.12123,4,4,3
Sweden,5-14 years,female,2.8241361007748145,4.825472237030104,-44.333134,41.662918,4,0,1
Sweden,5-14 years,male,2.843073553013417,4.827820703947251,-44.338345,41.657253,4,0,1
Sweden,55-74 years,female,0.08902880592437033,4.43487224920485,-21.523214,40.61465,4,0,1
Sweden,55-74 years,male,-4.250079121580609,3.7349106237403746,6.4483294,52.987606,4,4,3
Sweden,75+ years,female,0.16144201495890825,4.461852103693192,-22.165836,40.407497,4,0,1
Sweden,75+ years,male,-7.07217895115508,3.3771630536939705,17.26586,37.01733,4,4,5
Turkmenistan,15-24 years,female,2.5108318191016896,-4.85284574652766,19.408926,-16.678236,4,1,0
Turkmenistan,15-24 years,male,0.3190501756369246,-5.4409430939563155,9.244768,-24.584211,4,3,4
Turkmenistan,25-34 years,female,3.203496224197511,-4.7055474967019935,36.546913,-31.53858,4,1,0
Turkmenistan,25-34 years,male,-0.6237651800073646,-5.853514934292357,8.63402,-25.63584,4,3,4
Turkmenistan,35-54 years,female,3.727811795837623,-4.61547782590243,49.31958,-29.902191,4,1,0
Turkmenistan,35-54 years,male,-0.4455757676397053,-5.6806825959548695,8.891574,-25.198446,4,3,4
Turkmenistan,5-14 years,female,4.203338893607704,-4.517091053626377,50.381306,-27.116129,4,1,0
Turkmenistan,5-14 years,male,4.021466830102604,-4.557403072768043,50.29828,-27.388096,4,1,0
Turkmenistan,55-74 years,female,3.60374543998726,-4.648067541480439,49.26299,-30.274557,4,1,0
Turkmenistan,55-74 years,male,1.3241530345724646,-5.293954351759614,10.705177,-21.990656,4,1,0
Turkmenistan,75+ years,female,3.2787256236861215,-4.895835030451367,49.74576,-31.478876,4,1,0
Turkmenistan,75+ years,male,2.1636582080224636,-5.14169583103193,20.538452,-16.820961,4,1,0
United Kingdom,15-24 years,female,2.5193816064509305,3.4529667404470303,-57.622387,37.365456,4,0,1
United Kingdom,15-24 years,male,0.6852837597120544,3.1777370776677194,-10.86572,54.206345,4,0,1
United Kingdom,25-34 years,female,2.166100861717113,3.399936290376015,-58.65911,37.867794,4,0,1
United Kingdom,25-34 years,male,-1.197189218034407,2.8971697086651655,-7.633758,54.011467,4,0,10
United Kingdom,35-54 years,female,1.8729152444134376,3.359121341278231,-59.741917,37.87017,4,0,1
United Kingdom,35-54 years,male,-1.6797035316258395,2.825150588911649,-6.5211177,54.123844,4,0,3
United Kingdom,5-14 years,female,3.1920930624741306,3.5341850560352843,-55.20949,37.24005,4,0,1
United Kingdom,5-14 years,male,3.1824546095320816,3.5329054503965103,-55.227352,37.241127,4,0,1
United Kingdom,55-74 years,female,2.1245288304678214,3.3944678933559245,-59.215633,37.23111,4,0,1
United Kingdom,55-74 years,male,-0.03462609103059219,3.084575953100801,-10.013081,54.11285,4,0,1
United Kingdom,75+ years,female,2.1620130923792784,3.4007195840847975,-58.64717,36.863213,4,0,1
United Kingdom,75+ years,male,-0.3897643921496102,3.0155066485934894,-9.223675,54.031345,4,0,1
United States,15-24 years,female,1.9995893121234916,5.248229529418403,-35.35742,21.14697,4,0,1
United States,15-24 years,male,-2.03107254984049,4.690446993371238,1.9620779,56.80353,4,0,10
United States,25-34 years,female,1.5362375857728003,5.18558017334292,-34.477974,20.584976,4,0,1
United States,25-34 years,male,-3.355579410844486,4.507759004595242,3.6891494,57.424767,4,4,3
United States,35-54 years,female,0.683472416955265,5.1009296676811635,-33.287117,19.887243,4,0,1
United States,35-54 years,male,-4.299779212615885,4.3340755779529605,4.468918,58.445038,4,4,3
United States,5-14 years,female,2.8932309374690863,5.364721289169849,-37.024002,21.94931,4,0,1
United States,5-14 years,male,2.721789609100285,5.3480073200163245,-36.82907,21.834692,4,0,1
United States,55-74 years,female,1.3031380439899731,5.169910313915493,-34.077114,19.973164,4,0,1
United States,55-74 years,male,-4.1575379319684975,4.377119061574472,4.1276145,58.229427,4,4,3
United States,75+ years,female,1.8807213357661339,5.223965349487594,-35.482243,20.48767,4,0,1
United States,75+ years,male,-8.116273029317849,3.7677015489114516,17.133347,36.251846,4,4,5
